system size,overhead (runtime percent)
5,86.22780641825584
10,83.80134342495808
50,55.192646992653074
100,32.28995765618292
200,17.616606842528213
300,8.180867866590063
400,3.1143134590912496
500,1.9520697372714721
600,1.5160155550772174
700,1.1611825316615807
800,0.9453727870723441
900,0.8774984768781167
1000,0.7860076936071181
