precision,min runtime (ms),max runtime (ms),median runtime (ms)
0.0001,7.812501000000001,25.898670000000003,7.919295
1.0e-5,8.235371,27.340334,8.331457
1.0e-6,8.643082,28.860821,8.724368
1.0e-7,8.632793,27.579310000000003,8.71061
1.0e-8,9.045344,35.008279,9.170236500000001
1.0e-9,9.450878000000001,35.203791,9.57909
1.0e-10,9.840914000000001,34.920923,9.935507000000001
1.0e-11,9.82149,27.8491,9.927858
1.0e-12,10.251853,37.209246,10.385603
1.0e-15,9.819817,27.977732,9.9459155
